Sales Order ID;Order Date;Ship Date ;Sales Order Number;Purchase Order Number;Account Number;Bill To Address ID;Sub Total  ;Tax Amt   ;Freight  ;Total Due;File Name
58264;11/20/2007;11/27/2007;SO58264           ;                     ;10-4030-014079;28111;78.48;6.2784;1.962;86.7204;File 01
58265;11/20/2007;11/27/2007;SO58265           ;                     ;10-4030-018773;15842;78.98;6.3184;1.9745;87.2729;File 01
58266;11/20/2007;11/27/2007;SO58266           ;                     ;10-4030-024729;24164;58.98;4.7184;1.4745;65.1729;File 01
58267;11/20/2007;11/27/2007;SO58267           ;                     ;10-4030-015504;23084;39.98;3.1984;0.9995;44.1779;File 01
58268;11/20/2007;11/27/2007;SO58268           ;                     ;10-4030-014562;24899;7.28;0.5824;0.182;8.0444;File 01
58269;11/20/2007;11/27/2007;SO58269           ;                     ;10-4030-016593;14075;94.48;7.5584;2.362;104.4004;File 01
58270;11/20/2007;11/27/2007;SO58270           ;                     ;10-4030-024878;26724;23.78;1.9024;0.5945;26.2769;File 01
58271;11/20/2007;11/27/2007;SO58271           ;                     ;10-4030-019465;19414;4.99;0.3992;0.1248;5.514;File 01
58272;11/20/2007;11/27/2007;SO58272           ;                     ;10-4030-024548;29855;38.98;3.1184;0.9745;43.0729;File 01
58273;11/20/2007;11/27/2007;SO58273           ;                     ;10-4030-017776;27735;7.28;0.5824;0.182;8.0444;File 01
58274;11/20/2007;11/27/2007;SO58274           ;                     ;10-4030-016490;20766;2478.34;198.2672;61.9585;2738.5657;File 01
58275;11/20/2007;11/27/2007;SO58275           ;                     ;10-4030-016997;19977;1763.97;141.1176;44.0993;1949.1869;File 01
58276;11/20/2007;11/27/2007;SO58276           ;                     ;10-4030-019412;18519;618.47;49.4776;15.4618;683.4094;File 01
58277;11/20/2007;11/27/2007;SO58277           ;                     ;10-4030-012380;21806;1223.84;97.9072;30.596;1352.3432;File 01
58278;11/20/2007;11/27/2007;SO58278           ;                     ;10-4030-013076;28151;2428.97;194.3176;60.7243;2684.0119;File 01
58279;11/20/2007;11/27/2007;SO58279           ;                     ;10-4030-013082;23495;2382.93;190.6344;59.5733;2633.1377;File 01
58280;11/20/2007;11/27/2007;SO58280           ;                     ;10-4030-024352;11722;2393.06;191.4448;59.8265;2644.3313;File 01
58281;11/20/2007;11/27/2007;SO58281           ;                     ;10-4030-022131;12497;561.48;44.9184;14.037;620.4354;File 01
58282;11/20/2007;11/27/2007;SO58282           ;                     ;10-4030-021400;25261;617.47;49.3976;15.4368;682.3044;File 01
58283;11/20/2007;11/27/2007;SO58283           ;                     ;10-4030-022133;13464;556.26;44.5008;13.9065;614.6673;File 01
58284;11/20/2007;11/27/2007;SO58284           ;                     ;10-4030-021589;16439;539.99;43.1992;13.4998;596.689;File 01
58285;11/20/2007;11/27/2007;SO58285           ;                     ;10-4030-018855;15206;1155.48;92.4384;28.887;1276.8054;File 01
58286;11/20/2007;11/27/2007;SO58286           ;                     ;10-4030-023983;12573;1195.47;95.6376;29.8868;1320.9944;File 01
58287;11/20/2007;11/27/2007;SO58287           ;                     ;10-4030-026824;22982;567.76;45.4208;14.194;627.3748;File 01
58288;11/21/2007;11/28/2007;SO58288           ;                     ;10-4030-012492;16205;2339.97;187.1976;58.4993;2585.6669;File 01
58289;11/21/2007;11/28/2007;SO58289           ;                     ;10-4030-016185;18362;24.99;1.9992;0.6248;27.614;File 01
58290;11/21/2007;11/28/2007;SO58290           ;                     ;10-4030-015812;26468;78.96;6.3168;1.974;87.2508;File 01
58291;11/21/2007;11/28/2007;SO58291           ;                     ;10-4030-016626;24021;34.98;2.7984;0.8745;38.6529;File 01
58292;11/21/2007;11/28/2007;SO58292           ;                     ;10-4030-018325;21346;69.97;5.5976;1.7493;77.3169;File 01
58293;11/21/2007;11/28/2007;SO58293           ;                     ;10-4030-024893;14210;23.78;1.9024;0.5945;26.2769;File 01
58294;11/21/2007;11/28/2007;SO58294           ;                     ;10-4030-016738;15457;30.97;2.4776;0.7743;34.2219;File 01
58295;11/21/2007;11/28/2007;SO58295           ;                     ;10-4030-020212;23289;23.78;1.9024;0.5945;26.2769;File 01
58296;11/21/2007;11/28/2007;SO58296           ;                     ;10-4030-019676;27746;67.97;5.4376;1.6993;75.1069;File 01
58297;11/21/2007;11/28/2007;SO58297           ;                     ;10-4030-027369;24624;78.98;6.3184;1.9745;87.2729;File 01
58298;11/21/2007;11/28/2007;SO58298           ;                     ;10-4030-014014;27622;34.99;2.7992;0.8748;38.664;File 01
58299;11/21/2007;11/28/2007;SO58299           ;                     ;10-4030-024573;22576;2563.35;205.068;64.0838;2832.5018;File 01
58300;11/21/2007;11/28/2007;SO58300           ;                     ;10-4030-011519;16746;6.28;0.5024;0.157;6.9394;File 01
58301;11/21/2007;11/28/2007;SO58301           ;                     ;10-4030-029162;24197;53.98;4.3184;1.3495;59.6479;File 01
58302;11/21/2007;11/28/2007;SO58302           ;                     ;10-4030-026047;21524;64.97;5.1976;1.6243;71.7919;File 01
58303;11/21/2007;11/28/2007;SO58303           ;                     ;10-4030-026260;27087;93.46;7.4768;2.3365;103.2733;File 01
58304;11/21/2007;11/28/2007;SO58304           ;                     ;10-4030-024656;20112;34.89;2.7912;0.8723;38.5535;File 01
58305;11/21/2007;11/28/2007;SO58305           ;                     ;10-4030-025044;28594;36.59;2.9272;0.9148;40.432;File 01
58306;11/21/2007;11/28/2007;SO58306           ;                     ;10-4030-022766;15883;29.99;2.3992;0.7498;33.139;File 01
58307;11/21/2007;11/28/2007;SO58307           ;                     ;10-4030-015418;23240;69.97;5.5976;1.7493;77.3169;File 01
58308;11/21/2007;11/28/2007;SO58308           ;                     ;10-4030-014897;26988;74.46;5.9568;1.8615;82.2783;File 01
58309;11/21/2007;11/28/2007;SO58309           ;                     ;10-4030-011841;25460;69.99;5.5992;1.7498;77.339;File 01
58310;11/21/2007;11/28/2007;SO58310           ;                     ;10-4030-017343;21925;39.98;3.1984;0.9995;44.1779;File 01
58311;11/21/2007;11/28/2007;SO58311           ;                     ;10-4030-023673;21022;4.99;0.3992;0.1248;5.514;File 01
58312;11/21/2007;11/28/2007;SO58312           ;                     ;10-4030-013471;14337;30.97;2.4776;0.7743;34.2219;File 01
58313;11/21/2007;11/28/2007;SO58313           ;                     ;10-4030-013480;20676;81.46;6.5168;2.0365;90.0133;File 01
58314;11/21/2007;11/28/2007;SO58314           ;                     ;10-4030-015705;14887;69.99;5.5992;1.7498;77.339;File 01
58315;11/21/2007;11/28/2007;SO58315           ;                     ;10-4030-012490;13790;38.88;3.1104;0.972;42.9624;File 01
58316;11/21/2007;11/28/2007;SO58316           ;                     ;10-4030-017954;17192;34.98;2.7984;0.8745;38.6529;File 01
58317;11/21/2007;11/28/2007;SO58317           ;                     ;10-4030-019466;19671;63.97;5.1176;1.5993;70.6869;File 01
58318;11/21/2007;11/28/2007;SO58318           ;                     ;10-4030-016330;14142;31.27;2.5016;0.7818;34.5534;File 01
58319;11/21/2007;11/28/2007;SO58319           ;                     ;10-4030-018043;29733;34.98;2.7984;0.8745;38.6529;File 01
58320;11/21/2007;11/28/2007;SO58320           ;                     ;10-4030-011315;12190;39.99;3.1992;0.9998;44.189;File 01
58321;11/21/2007;11/28/2007;SO58321           ;                     ;10-4030-014724;27614;64.26;5.1408;1.6065;71.0073;File 01
58322;11/21/2007;11/28/2007;SO58322           ;                     ;10-4030-011822;20629;37.29;2.9832;0.9323;41.2055;File 01
58323;11/21/2007;11/28/2007;SO58323           ;                     ;10-4030-012453;22139;21.98;1.7584;0.5495;24.2879;File 01
58324;11/21/2007;11/28/2007;SO58324           ;                     ;10-4030-019693;21799;71.95;5.756;1.7988;79.5048;File 01
58325;11/21/2007;11/28/2007;SO58325           ;                     ;10-4030-012409;19172;35;2.8;0.875;38.675;File 01
58326;11/21/2007;11/28/2007;SO58326           ;                     ;10-4030-012045;14494;56.98;4.5584;1.4245;62.9629;File 01
58327;11/21/2007;11/28/2007;SO58327           ;                     ;10-4030-012616;25583;14.98;1.1984;0.3745;16.5529;File 01
58328;11/21/2007;11/28/2007;SO58328           ;                     ;10-4030-016089;23231;180.98;14.4784;4.5245;199.9829;File 01
58329;11/21/2007;11/28/2007;SO58329           ;                     ;10-4030-017028;28706;1763.97;141.1176;44.0993;1949.1869;File 01
58330;11/21/2007;11/28/2007;SO58330           ;                     ;10-4030-014416;22159;769.49;61.5592;19.2373;850.2865;File 01
58331;11/21/2007;11/28/2007;SO58331           ;                     ;10-4030-014284;12797;769.49;61.5592;19.2373;850.2865;File 01
58332;11/21/2007;11/28/2007;SO58332           ;                     ;10-4030-014342;15097;804.48;64.3584;20.112;888.9504;File 01
58333;11/21/2007;11/28/2007;SO58333           ;                     ;10-4030-013340;18381;2364.96;189.1968;59.124;2613.2808;File 01
58334;11/21/2007;11/28/2007;SO58334           ;                     ;10-4030-013660;26950;2351.96;188.1568;58.799;2598.9158;File 01
58335;11/21/2007;11/28/2007;SO58335           ;                     ;10-4030-013326;25103;2329.99;186.3992;58.2498;2574.639;File 01
58336;11/21/2007;11/28/2007;SO58336           ;                     ;10-4030-017048;27841;804.48;64.3584;20.112;888.9504;File 01
58337;11/21/2007;11/28/2007;SO58337           ;                     ;10-4030-017055;22442;769.49;61.5592;19.2373;850.2865;File 01
58338;11/21/2007;11/28/2007;SO58338           ;                     ;10-4030-013525;28707;2535.81;202.8648;63.3953;2802.0701;File 01
58339;11/21/2007;11/28/2007;SO58339           ;                     ;10-4030-028313;28628;647.94;51.8352;16.1985;715.9737;File 01
58340;11/21/2007;11/28/2007;SO58340           ;                     ;10-4030-013006;27991;2319.99;185.5992;57.9998;2563.589;File 01
58341;11/21/2007;11/28/2007;SO58341           ;                     ;10-4030-019773;24669;2478.34;198.2672;61.9585;2738.5657;File 01
58342;11/21/2007;11/28/2007;SO58342           ;                     ;10-4030-023396;29729;1313.34;105.0672;32.8335;1451.2407;File 01
58343;11/21/2007;11/28/2007;SO58343           ;                     ;10-4030-025191;15295;2419.06;193.5248;60.4765;2673.0613;File 01
58344;11/21/2007;11/28/2007;SO58344           ;                     ;10-4030-020026;28911;1212.97;97.0376;30.3243;1340.3319;File 01
58345;11/21/2007;11/28/2007;SO58345           ;                     ;10-4030-021313;15099;1155.48;92.4384;28.887;1276.8054;File 01
58346;11/21/2007;11/28/2007;SO58346           ;                     ;10-4030-026359;29314;600.46;48.0368;15.0115;663.5083;File 01
58347;11/21/2007;11/28/2007;SO58347           ;                     ;10-4030-026360;11725;539.99;43.1992;13.4998;596.689;File 01
58348;11/21/2007;11/28/2007;SO58348           ;                     ;10-4030-025729;19424;2433.04;194.6432;60.826;2688.5092;File 01
58349;11/21/2007;11/28/2007;SO58349           ;                     ;10-4030-028481;15334;778.62;62.2896;19.4655;860.3751;File 01
58350;11/22/2007;11/29/2007;SO58350           ;                     ;10-4030-023575;25092;1120.49;89.6392;28.0123;1238.1415;File 01
58351;11/22/2007;11/29/2007;SO58351           ;                     ;10-4030-024918;21310;1120.49;89.6392;28.0123;1238.1415;File 01
58352;11/22/2007;11/29/2007;SO58352           ;                     ;10-4030-012228;12440;2329.98;186.3984;58.2495;2574.6279;File 01
58353;11/22/2007;11/29/2007;SO58353           ;                     ;10-4030-012284;17809;2329.99;186.3992;58.2498;2574.639;File 01
58354;11/22/2007;11/29/2007;SO58354           ;                     ;10-4030-011507;11681;48.97;3.9176;1.2243;54.1119;File 01
58355;11/22/2007;11/29/2007;SO58355           ;                     ;10-4030-027344;23807;69.99;5.5992;1.7498;77.339;File 01
58356;11/22/2007;11/29/2007;SO58356           ;                     ;10-4030-023576;16291;39.98;3.1984;0.9995;44.1779;File 01
58357;11/22/2007;11/29/2007;SO58357           ;                     ;10-4030-017761;25178;1759.97;140.7976;43.9993;1944.7669;File 01
58358;11/22/2007;11/29/2007;SO58358           ;                     ;10-4030-020875;29520;1735.98;138.8784;43.3995;1918.2579;File 01
58359;11/22/2007;11/29/2007;SO58359           ;                     ;10-4030-020885;26304;1735.98;138.8784;43.3995;1918.2579;File 01
58360;11/22/2007;11/29/2007;SO58360           ;                     ;10-4030-017753;24243;636.94;50.9552;15.9235;703.8187;File 01
58361;11/22/2007;11/29/2007;SO58361           ;                     ;10-4030-024577;18406;2487.33;198.9864;62.1833;2748.4997;File 01
58362;11/22/2007;11/29/2007;SO58362           ;                     ;10-4030-013801;21403;819.48;65.5584;20.487;905.5254;File 01
58363;11/22/2007;11/29/2007;SO58363           ;                     ;10-4030-011322;19842;2.29;0.1832;0.0573;2.5305;File 01
58364;11/22/2007;11/29/2007;SO58364           ;                     ;10-4030-028980;29260;36.93;2.9544;0.9233;40.8077;File 01
58365;11/22/2007;11/29/2007;SO58365           ;                     ;10-4030-011300;22168;88.46;7.0768;2.2115;97.7483;File 01
58366;11/22/2007;11/29/2007;SO58366           ;                     ;10-4030-011258;13457;14.23;1.1384;0.3558;15.7242;File 01
58367;11/22/2007;11/29/2007;SO58367           ;                     ;10-4030-027438;21611;27.77;2.2216;0.6943;30.6859;File 01
58368;11/22/2007;11/29/2007;SO58368           ;                     ;10-4030-025208;27577;27.28;2.1824;0.682;30.1444;File 01
58369;11/22/2007;11/29/2007;SO58369           ;                     ;10-4030-024499;20855;32.6;2.608;0.815;36.023;File 01
58370;11/22/2007;11/29/2007;SO58370           ;                     ;10-4030-011300;22168;38.88;3.1104;0.972;42.9624;File 01
58371;11/22/2007;11/29/2007;SO58371           ;                     ;10-4030-012760;23270;49.96;3.9968;1.249;55.2058;File 01
58372;11/22/2007;11/29/2007;SO58372           ;                     ;10-4030-012097;25998;69.97;5.5976;1.7493;77.3169;File 01
58373;11/22/2007;11/29/2007;SO58373           ;                     ;10-4030-023470;26013;106.93;8.5544;2.6733;118.1577;File 01
58374;11/22/2007;11/29/2007;SO58374           ;                     ;10-4030-019781;21836;38.98;3.1184;0.9745;43.0729;File 01
58375;11/22/2007;11/29/2007;SO58375           ;                     ;10-4030-018090;13805;42.93;3.4344;1.0733;47.4377;File 01
58376;11/22/2007;11/29/2007;SO58376           ;                     ;10-4030-019702;22733;69.99;5.5992;1.7498;77.339;File 01
58377;11/22/2007;11/29/2007;SO58377           ;                     ;10-4030-018509;22497;59.98;4.7984;1.4995;66.2779;File 01
58378;11/22/2007;11/29/2007;SO58378           ;                     ;10-4030-019139;22460;69.99;5.5992;1.7498;77.339;File 01
58379;11/22/2007;11/29/2007;SO58379           ;                     ;10-4030-012972;18983;29.48;2.3584;0.737;32.5754;File 01
58380;11/22/2007;11/29/2007;SO58380           ;                     ;10-4030-016088;23312;7.28;0.5824;0.182;8.0444;File 01
58381;11/22/2007;11/29/2007;SO58381           ;                     ;10-4030-015779;14394;90.47;7.2376;2.2618;99.9694;File 01
58382;11/22/2007;11/29/2007;SO58382           ;                     ;10-4030-015524;13488;7.28;0.5824;0.182;8.0444;File 01
58383;11/22/2007;11/29/2007;SO58383           ;                     ;10-4030-016564;26835;124.99;9.9992;3.1248;138.114;File 01
58384;11/22/2007;11/29/2007;SO58384           ;                     ;10-4030-015633;18009;68.49;5.4792;1.7123;75.6815;File 01
58385;11/22/2007;11/29/2007;SO58385           ;                     ;10-4030-018034;26938;63.97;5.1176;1.5993;70.6869;File 01
58386;11/22/2007;11/29/2007;SO58386           ;                     ;10-4030-019389;13325;138.45;11.076;3.4613;152.9873;File 01
58387;11/22/2007;11/29/2007;SO58387           ;                     ;10-4030-024071;28346;12.94;1.0352;0.3235;14.2987;File 01
58388;11/22/2007;11/29/2007;SO58388           ;                     ;10-4030-024079;25146;39.98;3.1984;0.9995;44.1779;File 01
58389;11/22/2007;11/29/2007;SO58389           ;                     ;10-4030-015711;27150;54.98;4.3984;1.3745;60.7529;File 01
58390;11/22/2007;11/29/2007;SO58390           ;                     ;10-4030-015511;12433;91.97;7.3576;2.2993;101.6269;File 01
58391;11/22/2007;11/29/2007;SO58391           ;                     ;10-4030-019143;28138;605.21;48.4168;15.1303;668.7571;File 01
58392;11/22/2007;11/29/2007;SO58392           ;                     ;10-4030-017041;14629;1700.99;136.0792;42.5248;1879.594;File 01
58393;11/22/2007;11/29/2007;SO58393           ;                     ;10-4030-016764;26466;1760.47;140.8376;44.0118;1945.3194;File 01
58394;11/22/2007;11/29/2007;SO58394           ;                     ;10-4030-017021;28993;1700.99;136.0792;42.5248;1879.594;File 01
58395;11/22/2007;11/29/2007;SO58395           ;                     ;10-4030-019144;22237;614.96;49.1968;15.374;679.5308;File 01
58396;11/22/2007;11/29/2007;SO58396           ;                     ;10-4030-013288;25672;2391.94;191.3552;59.7985;2643.0937;File 01
58397;11/22/2007;11/29/2007;SO58397           ;                     ;10-4030-013427;14654;2294.99;183.5992;57.3748;2535.964;File 01
58398;11/22/2007;11/29/2007;SO58398           ;                     ;10-4030-013319;23943;2465.95;197.276;61.6488;2724.8748;File 01
58399;11/22/2007;11/29/2007;SO58399           ;                     ;10-4030-019794;23852;2520.31;201.6248;63.0078;2784.9426;File 01
58400;11/22/2007;11/29/2007;SO58400           ;                     ;10-4030-021359;26129;588.96;47.1168;14.724;650.8008;File 01
58401;11/22/2007;11/29/2007;SO58401           ;                     ;10-4030-021379;21330;548.98;43.9184;13.7245;606.6229;File 01
58402;11/22/2007;11/29/2007;SO58402           ;                     ;10-4030-011057;26048;2393.06;191.4448;59.8265;2644.3313;File 01
58403;11/22/2007;11/29/2007;SO58403           ;                     ;10-4030-029309;22752;2419.06;193.5248;60.4765;2673.0613;File 01
58404;11/22/2007;11/29/2007;SO58404           ;                     ;10-4030-012702;12660;2388.96;191.1168;59.724;2639.8008;File 01
58405;11/22/2007;11/29/2007;SO58405           ;                     ;10-4030-012999;25668;2349.98;187.9984;58.7495;2596.7279;File 01
58406;11/22/2007;11/29/2007;SO58406           ;                     ;10-4030-019609;19573;2514.93;201.1944;62.8733;2778.9977;File 01
58407;11/22/2007;11/29/2007;SO58407           ;                     ;10-4030-012681;20396;2341.97;187.3576;58.5493;2587.8769;File 01
58408;11/22/2007;11/29/2007;SO58408           ;                     ;10-4030-012684;26166;2410.94;192.8752;60.2735;2664.0887;File 01
58409;11/22/2007;11/29/2007;SO58409           ;                     ;10-4030-025180;16494;2447.05;195.764;61.1763;2703.9903;File 01
58410;11/22/2007;11/29/2007;SO58410           ;                     ;10-4030-020067;20570;1155.48;92.4384;28.887;1276.8054;File 01
58411;11/22/2007;11/29/2007;SO58411           ;                     ;10-4030-020719;23505;1164.47;93.1576;29.1118;1286.7394;File 01
58412;11/22/2007;11/29/2007;SO58412           ;                     ;10-4030-026220;26781;539.99;43.1992;13.4998;596.689;File 01
58413;11/22/2007;11/29/2007;SO58413           ;                     ;10-4030-012461;12281;588.96;47.1168;14.724;650.8008;File 01
58414;11/22/2007;11/29/2007;SO58414           ;                     ;10-4030-014279;12611;751.34;60.1072;18.7835;830.2307;File 01
58415;11/23/2007;11/30/2007;SO58415           ;                     ;10-4030-012289;28014;2359.98;188.7984;58.9995;2607.7779;File 01
58416;11/23/2007;11/30/2007;SO58416           ;                     ;10-4030-012321;14022;2318.96;185.5168;57.974;2562.4508;File 01
58417;11/23/2007;11/30/2007;SO58417           ;                     ;10-4030-011520;18281;7.95;0.636;0.1988;8.7848;File 01
58418;11/23/2007;11/30/2007;SO58418           ;                     ;10-4030-011790;25397;34.99;2.7992;0.8748;38.664;File 01
58419;11/23/2007;11/30/2007;SO58419           ;                     ;10-4030-018194;12655;76.97;6.1576;1.9243;85.0519;File 01
58420;11/23/2007;11/30/2007;SO58420           ;                     ;10-4030-020243;22101;60.47;4.8376;1.5118;66.8194;File 01
58421;11/23/2007;11/30/2007;SO58421           ;                     ;10-4030-016182;22114;58.98;4.7184;1.4745;65.1729;File 01
58422;11/23/2007;11/30/2007;SO58422           ;                     ;10-4030-015124;22997;97.45;7.796;2.4363;107.6823;File 01
58423;11/23/2007;11/30/2007;SO58423           ;                     ;10-4030-020872;15763;1735.98;138.8784;43.3995;1918.2579;File 01
58424;11/23/2007;11/30/2007;SO58424           ;                     ;10-4030-011287;25057;2.29;0.1832;0.0573;2.5305;File 01
58425;11/23/2007;11/30/2007;SO58425           ;                     ;10-4030-011466;18319;32.27;2.5816;0.8068;35.6584;File 01
58426;11/23/2007;11/30/2007;SO58426           ;                     ;10-4030-028874;16965;4.99;0.3992;0.1248;5.514;File 01
58427;11/23/2007;11/30/2007;SO58427           ;                     ;10-4030-027737;27308;23.78;1.9024;0.5945;26.2769;File 01
58428;11/23/2007;11/30/2007;SO58428           ;                     ;10-4030-026776;20531;25.48;2.0384;0.637;28.1554;File 01
58429;11/23/2007;11/30/2007;SO58429           ;                     ;10-4030-011078;24109;29.98;2.3984;0.7495;33.1279;File 01
58430;11/23/2007;11/30/2007;SO58430           ;                     ;10-4030-025359;26052;24.99;1.9992;0.6248;27.614;File 01
58431;11/23/2007;11/30/2007;SO58431           ;                     ;10-4030-020086;22606;71.58;5.7264;1.7895;79.0959;File 01
58432;11/23/2007;11/30/2007;SO58432           ;                     ;10-4030-023810;21564;32.28;2.5824;0.807;35.6694;File 01
58433;11/23/2007;11/30/2007;SO58433           ;                     ;10-4030-024658;19122;38.88;3.1104;0.972;42.9624;File 01
58434;11/23/2007;11/30/2007;SO58434           ;                     ;10-4030-022358;11912;38.98;3.1184;0.9745;43.0729;File 01
58435;11/23/2007;11/30/2007;SO58435           ;                     ;10-4030-021419;18034;64.97;5.1976;1.6243;71.7919;File 01
58436;11/23/2007;11/30/2007;SO58436           ;                     ;10-4030-021302;15500;69.97;5.5976;1.7493;77.3169;File 01
58437;11/23/2007;11/30/2007;SO58437           ;                     ;10-4030-012928;19642;94.48;7.5584;2.362;104.4004;File 01
58438;11/23/2007;11/30/2007;SO58438           ;                     ;10-4030-021304;18001;23.97;1.9176;0.5993;26.4869;File 01
58439;11/23/2007;11/30/2007;SO58439           ;                     ;10-4030-021140;28649;14.98;1.1984;0.3745;16.5529;File 01
58440;11/23/2007;11/30/2007;SO58440           ;                     ;10-4030-017430;12749;4.99;0.3992;0.1248;5.514;File 01
58441;11/23/2007;11/30/2007;SO58441           ;                     ;10-4030-018590;26595;119.98;9.5984;2.9995;132.5779;File 01
58442;11/23/2007;11/30/2007;SO58442           ;                     ;10-4030-024621;29443;12.94;1.0352;0.3235;14.2987;File 01
58443;11/23/2007;11/30/2007;SO58443           ;                     ;10-4030-014401;14712;15.23;1.2184;0.3808;16.8292;File 01
58444;11/23/2007;11/30/2007;SO58444           ;                     ;10-4030-016195;27236;92.48;7.3984;2.312;102.1904;File 01
58445;11/23/2007;11/30/2007;SO58445           ;                     ;10-4030-012845;17201;75.97;6.0776;1.8993;83.9469;File 01
58446;11/23/2007;11/30/2007;SO58446           ;                     ;10-4030-011436;12587;53.99;4.3192;1.3498;59.659;File 01
58447;11/23/2007;11/30/2007;SO58447           ;                     ;10-4030-017899;22964;29.99;2.3992;0.7498;33.139;File 01
58448;11/23/2007;11/30/2007;SO58448           ;                     ;10-4030-012294;28457;53.99;4.3192;1.3498;59.659;File 01
58449;11/23/2007;11/30/2007;SO58449           ;                     ;10-4030-012329;12726;68.97;5.5176;1.7243;76.2119;File 01
58450;11/23/2007;11/30/2007;SO58450           ;                     ;10-4030-013503;15750;64.98;5.1984;1.6245;71.8029;File 01
58451;11/23/2007;11/30/2007;SO58451           ;                     ;10-4030-017120;17469;1735.98;138.8784;43.3995;1918.2579;File 01
58452;11/23/2007;11/30/2007;SO58452           ;                     ;10-4030-017127;17314;1778.47;142.2776;44.4618;1965.2094;File 01
58453;11/23/2007;11/30/2007;SO58453           ;                     ;10-4030-017128;22199;1735.98;138.8784;43.3995;1918.2579;File 01
58454;11/23/2007;11/30/2007;SO58454           ;                     ;10-4030-014088;19677;1754.98;140.3984;43.8745;1939.2529;File 01
58455;11/23/2007;11/30/2007;SO58455           ;                     ;10-4030-013345;22539;2316.97;185.3576;57.9243;2560.2519;File 01
58456;11/23/2007;11/30/2007;SO58456           ;                     ;10-4030-011742;13296;2337.27;186.9816;58.4318;2582.6834;File 01
58457;11/23/2007;11/30/2007;SO58457           ;                     ;10-4030-012382;22082;1214.85;97.188;30.3713;1342.4093;File 01
58458;11/23/2007;11/30/2007;SO58458           ;                     ;10-4030-017056;26177;839.48;67.1584;20.987;927.6254;File 01
58459;11/23/2007;11/30/2007;SO58459           ;                     ;10-4030-022400;20305;556.26;44.5008;13.9065;614.6673;File 01
58460;11/23/2007;11/30/2007;SO58460           ;                     ;10-4030-012990;27601;2319.99;185.5992;57.9998;2563.589;File 01
58461;11/23/2007;11/30/2007;SO58461           ;                     ;10-4030-012683;11414;2316.97;185.3576;57.9243;2560.2519;File 01
58462;11/23/2007;11/30/2007;SO58462           ;                     ;10-4030-012693;12323;2329.99;186.3992;58.2498;2574.639;File 01
58463;11/23/2007;11/30/2007;SO58463           ;                     ;10-4030-024752;26549;756.33;60.5064;18.9083;835.7447;File 01
58464;11/23/2007;11/30/2007;SO58464           ;                     ;10-4030-025388;15525;1249.84;99.9872;31.246;1381.0732;File 01
58465;11/23/2007;11/30/2007;SO58465           ;                     ;10-4030-025169;23461;2384.07;190.7256;59.6018;2634.3974;File 01
58466;11/23/2007;11/30/2007;SO58466           ;                     ;10-4030-015928;17841;2419.06;193.5248;60.4765;2673.0613;File 01
58467;11/23/2007;11/30/2007;SO58467           ;                     ;10-4030-012998;12436;1249.84;99.9872;31.246;1381.0732;File 01
58468;11/23/2007;11/30/2007;SO58468           ;                     ;10-4030-028483;29108;765.32;61.2256;19.133;845.6786;File 01
58469;11/24/2007;12/1/2007;SO58469           ;                     ;10-4030-012229;19586;2344.26;187.5408;58.6065;2590.4073;File 01
58470;11/24/2007;12/1/2007;SO58470           ;                     ;10-4030-012463;27286;2388.45;191.076;59.7113;2639.2373;File 01
58471;11/24/2007;12/1/2007;SO58471           ;                     ;10-4030-013407;28726;2376.96;190.1568;59.424;2626.5408;File 01
58472;11/24/2007;12/1/2007;SO58472           ;                     ;10-4030-011591;26694;2316.97;185.3576;57.9243;2560.2519;File 01
58473;11/24/2007;12/1/2007;SO58473           ;                     ;10-4030-013253;13519;2304.98;184.3984;57.6245;2547.0029;File 01
58474;11/24/2007;12/1/2007;SO58474           ;                     ;10-4030-011590;27778;2334.97;186.7976;58.3743;2580.1419;File 01
58475;11/24/2007;12/1/2007;SO58475           ;                     ;10-4030-012195;18073;7.95;0.636;0.1988;8.7848;File 01
58476;11/24/2007;12/1/2007;SO58476           ;                     ;10-4030-013042;25739;24.99;1.9992;0.6248;27.614;File 01
58477;11/24/2007;12/1/2007;SO58477           ;                     ;10-4030-015124;22997;24.99;1.9992;0.6248;27.614;File 01
58478;11/24/2007;12/1/2007;SO58478           ;                     ;10-4030-017053;18807;69.97;5.5976;1.7493;77.3169;File 01
58479;11/24/2007;12/1/2007;SO58479           ;                     ;10-4030-020231;26550;60.47;4.8376;1.5118;66.8194;File 01
58480;11/24/2007;12/1/2007;SO58480           ;                     ;10-4030-019630;13746;25.48;2.0384;0.637;28.1554;File 01
58481;11/24/2007;12/1/2007;SO58481           ;                     ;10-4030-024229;20703;7.28;0.5824;0.182;8.0444;File 01
58482;11/24/2007;12/1/2007;SO58482           ;                     ;10-4030-013523;16131;34.99;2.7992;0.8748;38.664;File 01
58483;11/24/2007;12/1/2007;SO58483           ;                     ;10-4030-019567;20646;28.99;2.3192;0.7248;32.034;File 01
58484;11/24/2007;12/1/2007;SO58484           ;                     ;10-4030-017297;13234;62.98;5.0384;1.5745;69.5929;File 01
58485;11/24/2007;12/1/2007;SO58485           ;                     ;10-4030-020869;27225;1759.97;140.7976;43.9993;1944.7669;File 01
58486;11/24/2007;12/1/2007;SO58486           ;                     ;10-4030-012631;15845;2478.24;198.2592;61.956;2738.4552;File 01
